# ET,Lab,Satellite,Customer ID,ET Date,ET Location (recipient farm),Recipient ID,Recipient ID.1,Cow/Heifer,Heat,CL Side,CL measure (mm),Protocol,Fresh or Frozen,# Cane if Frozen,Freezing date,ET Tech,ET assistant,BCScore,Embryo Stage 4-8,Embryo Grade,Heat.1,Heat day,1st PC date,1st PC Result,2nd PC date,2nd PC Result,Fetal Sexing,OPU Date,Donor,Donor Breed,Donor BW EPD,SIRE Name,SIRE BW EPD,Semen type,SIRE Breed,CLIENT,DIP,DIP.1,target_pregnant,et_month,et_dayofweek,opu_lag_days,freeze_lag_days
310.0,DZF,DZF,DZF,2025-11-30,DZF,86,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Open,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-11,6.0,7.0,
311.0,DZF,DZF,DZF,2025-11-30,DZF,180,Local crossbred,Cow,,left,13.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Pregnant,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,80.0,1.0,2025-11,6.0,7.0,
312.0,DZF,DZF,DZF,2025-11-30,DZF,203,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Open,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-11,6.0,7.0,
313.0,DZF,DZF,DZF,2025-11-30,DZF,326,Local crossbred,Cow,,left,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,6.0,2026-01-03,Pregnant,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,80.0,1.0,2025-11,6.0,7.0,
314.0,DZF,DZF,DZF,2025-12-01,DZF,224,Local crossbred,Cow,,right,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,204,Red Brahman,3.7,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,,0.0,2025-12,0.0,8.0,
315.0,DZF,DZF,DZF,2025-12-01,DZF,263,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,79.0,1.0,2025-12,0.0,8.0,
316.0,DZF,DZF,DZF,2025-12-01,DZF,269,Local crossbred,Cow,,right,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,602,Grey Brahman,2.5,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,79.0,1.0,2025-12,0.0,8.0,
317.0,DZF,DZF,DZF,2025-12-01,DZF,364,Local crossbred,Cow,,right,16.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,2/4,Red Brahman,2.8,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,79.0,1.0,2025-12,0.0,8.0,
318.0,DZF,DZF,DZF,2025-12-01,DZF,88,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,984,Grey Brahman,2.2,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-12,0.0,8.0,
319.0,DZF,DZF,DZF,2025-12-01,DZF,60,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,991,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,79.0,1.0,2025-12,0.0,8.0,
320.0,DZF,DZF,DZF,2025-12-01,DZF,106,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,2/4,Red Brahman,2.8,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,79.0,1.0,2025-12,0.0,8.0,
321.0,DZF,DZF,DZF,2025-12-01,DZF,124,Local crossbred,Cow,,left,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,600,Grey Brahman,1.6,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-12,0.0,8.0,
322.0,DZF,DZF,DZF,2025-12-01,DZF,304,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,984,Grey Brahman,2.2,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,79.0,1.0,2025-12,0.0,8.0,
323.0,DZF,DZF,DZF,2025-12-01,DZF,308,Local crossbred,Cow,,left,18.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,3/4,Red Brahman,2.3,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,79.0,1.0,2025-12,0.0,8.0,
324.0,DZF,DZF,DZF,2025-12-01,DZF,314,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,602,Grey Brahman,2.5,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-12,0.0,8.0,
325.0,DZF,DZF,DZF,2025-12-01,DZF,315,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,2/4,Red Brahman,2.8,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,,0.0,2025-12,0.0,8.0,
326.0,DZF,DZF,DZF,2025-12-01,DZF,317,Local crossbred,Cow,,right,18.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,2/4,Red Brahman,2.8,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,,0.0,2025-12,0.0,8.0,
327.0,DZF,DZF,DZF,2025-12-01,DZF,321,Local crossbred,Cow,,left,13.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,8.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,984,Grey Brahman,2.2,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-12,0.0,8.0,
328.0,DZF,DZF,DZF,2025-12-01,DZF,325,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,909,Grey Brahman,2.1,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-12,0.0,8.0,
329.0,DZF,DZF,DZF,2025-12-01,DZF,333,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,8.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,984,Grey Brahman,2.2,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-12,0.0,8.0,
330.0,DZF,DZF,DZF,2025-12-01,DZF,336,Local crossbred,Cow,,left,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,7.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,984,Grey Brahman,2.2,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,79.0,1.0,2025-12,0.0,8.0,
331.0,DZF,DZF,DZF,2025-12-01,DZF,338,Local crossbred,Cow,,right,16.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Pregnant,,,,2025-11-23,2/4,Red Brahman,2.8,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,79.0,1.0,2025-12,0.0,8.0,
332.0,DZF,DZF,DZF,2025-12-01,DZF,340,Local crossbred,Cow,,left,12.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Javeria,,6.0,1.0,,7.0,2026-01-04,Open,,,,2025-11-23,600,Grey Brahman,1.6,Mr H Pride of Maddox Manso 684/8,2.7,Conventional,Grey Brahman,,,,0.0,2025-12,0.0,8.0,
333.0,DZF,DZF,DZF,2025-12-03,DZF,31773,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
334.0,DZF,DZF,DZF,2025-12-03,DZF,31799,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
335.0,DZF,DZF,DZF,2025-12-03,DZF,31903,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
336.0,DZF,DZF,DZF,2025-12-03,DZF,31964,Local crossbred,Cow,,right,14.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,77.0,1.0,2025-12,2.0,8.0,
337.0,DZF,DZF,DZF,2025-12-03,DZF,32057,Local crossbred,Cow,,right,15.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,Dawood,-77.0,77.0,1.0,2025-12,2.0,8.0,
338.0,DZF,DZF,DZF,2025-12-03,DZF,32083,Local crossbred,Cow,,left,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
339.0,DZF,DZF,DZF,2025-12-03,DZF,32143,Local crossbred,Cow,,left,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
340.0,DZF,DZF,DZF,2025-12-03,DZF,32293,Local crossbred,Cow,,left,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,Dawood,-77.0,77.0,1.0,2025-12,2.0,8.0,
341.0,DZF,DZF,DZF,2025-12-03,DZF,32385,Local crossbred,Cow,,left,10.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
342.0,DZF,DZF,DZF,2025-12-03,DZF,32386,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,Dawood,-77.0,77.0,1.0,2025-12,2.0,8.0,
343.0,DZF,DZF,DZF,2025-12-03,DZF,32390,Local crossbred,Cow,,left,11.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
344.0,DZF,DZF,DZF,2025-12-03,DZF,32839,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
345.0,DZF,DZF,DZF,2025-12-03,DZF,33159,Local crossbred,Cow,,right,17.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
346.0,DZF,DZF,DZF,2025-12-03,DZF,67,Local crossbred,Cow,,right,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
347.0,DZF,DZF,DZF,2025-12-03,DZF,102,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
348.0,DZF,DZF,DZF,2025-12-03,DZF,116,Local crossbred,Cow,,left,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
349.0,DZF,DZF,DZF,2025-12-03,DZF,110,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
350.0,DZF,DZF,DZF,2025-12-03,DZF,113,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,77.0,1.0,2025-12,2.0,8.0,
351.0,DZF,DZF,DZF,2025-12-03,DZF,154,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,4-Apr,Beef Master,-0.4,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,,0.0,2025-12,2.0,8.0,
352.0,DZF,DZF,DZF,2025-12-03,DZF,153,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
353.0,DZF,DZF,DZF,2025-12-03,DZF,142,Local crossbred,Cow,,left,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
354.0,DZF,DZF,DZF,2025-12-03,DZF,140,Local crossbred,Cow,,right,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
355.0,DZF,DZF,DZF,2025-12-03,DZF,197,Local crossbred,Cow,,left,15.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,Dawood,-77.0,77.0,1.0,2025-12,2.0,8.0,
356.0,DZF,DZF,DZF,2025-12-03,DZF,235,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
357.0,DZF,DZF,DZF,2025-12-03,DZF,258,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
358.0,DZF,DZF,DZF,2025-12-03,DZF,265,Local crossbred,Cow,,right,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
359.0,DZF,DZF,DZF,2025-12-03,DZF,305,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
360.0,DZF,DZF,DZF,2025-12-03,DZF,292,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
361.0,DZF,DZF,DZF,2025-12-03,DZF,310,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,77.0,1.0,2025-12,2.0,8.0,
362.0,DZF,DZF,DZF,2025-12-03,DZF,316,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,77.0,1.0,2025-12,2.0,8.0,
363.0,DZF,DZF,DZF,2025-12-03,DZF,327,Local crossbred,Cow,,right,16.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
364.0,DZF,DZF,DZF,2025-12-03,DZF,328,Local crossbred,Cow,,left,11.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,Dawood,-77.0,77.0,1.0,2025-12,2.0,8.0,
365.0,DZF,DZF,DZF,2025-12-03,DZF,337,Local crossbred,Cow,,right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
366.0,DZF,DZF,DZF,2025-12-03,DZF,359,Local crossbred,Cow,,right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
367.0,DZF,DZF,DZF,2025-12-03,DZF,367,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
368.0,DZF,DZF,DZF,2025-12-03,DZF,369,Local crossbred,Cow,,right,14.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
369.0,DZF,DZF,DZF,2025-12-03,DZF,370,Local crossbred,Cow,,right,8.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
370.0,DZF,DZF,DZF,2025-12-03,DZF,372,Local crossbred,Cow,,right,10.5,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,77.0,1.0,2025-12,2.0,8.0,
371.0,DZF,DZF,DZF,2025-12-03,DZF,375,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,04-04,Beef Master,-0.4,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,77.0,1.0,2025-12,2.0,8.0,
372.0,DZF,DZF,DZF,2025-12-03,DZF,376,Local crossbred,Cow,,right,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
373.0,DZF,DZF,DZF,2025-12-03,DZF,378,Local crossbred,Cow,,right,12.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,825/4,Grey Brahman,2.1,VL Rojo Whiskey 1/48,,Conventional,Red Brahman,,,77.0,1.0,2025-12,2.0,8.0,
374.0,DZF,DZF,DZF,2025-12-03,DZF,380,Local crossbred,Cow,,right,8.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,D2,Nukra,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
375.0,DZF,DZF,DZF,2025-12-03,DZF,382,Local crossbred,Cow,,right,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,77.0,1.0,2025-12,2.0,8.0,
376.0,DZF,DZF,DZF,2025-12-03,DZF,383,Local crossbred,Cow,,left,13.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Pregnant,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,77.0,1.0,2025-12,2.0,8.0,
377.0,DZF,DZF,DZF,2025-12-03,DZF,384,Local crossbred,Cow,,left,10.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,BRC Dutton 376/8,1.7,Conventional,,,,,0.0,2025-12,2.0,8.0,
378.0,DZF,DZF,DZF,2025-12-03,DZF,385,Local crossbred,Cow,,left,15.0,CIDR+GnRH+PGF+GnRH,Fresh,,,Ruben,Talal,,7.0,1.0,,7.0,2026-01-06,Open,,,,2025-11-25,BrafordBBQ,Braford,,JDH Janos Manso 709,2.0,Conventional,Grey Brahman,,,,0.0,2025-12,2.0,8.0,
379.0,DZF,DZF,DZF,2025-12-12,DZF,239,Local crossbred,Cow,,right,19.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.0,7.0,1.0,,,2026-01-15,Pregnant,,,,2025-12-04,609,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,8.0,
380.0,DZF,DZF,DZF,2025-12-12,DZF,230,Local crossbred,Cow,,right,14.5,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Open,,,,2025-12-04,609/9,Grey Brahman,2.3,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
381.0,DZF,DZF,DZF,2025-12-12,DZF,31528,Local crossbred,Cow,,right,13.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.75,7.0,1.0,,,2026-01-15,Open,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,,0.0,2025-12,4.0,8.0,
382.0,DZF,DZF,DZF,2025-12-12,DZF,187,Local crossbred,Cow,,left,12.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,8.0,
383.0,DZF,DZF,DZF,2025-12-12,DZF,215,Local crossbred,Cow,,left,15.0,CIDR+E2+ECG+PGF+GnRH,Fresh,,,Ruben,Talal,3.25,7.0,1.0,Yes,7.0,2026-01-15,Pregnant,,,,2025-12-04,820/4,Grey Brahman,,MR V8 160/8,6.2,Conventional,Grey Brahman,,,68.0,1.0,2025-12,4.0,8.0,
